0,5845
1,18534
2,6
3,5
4,5
5,5
6,6
7,7
8,7
9,9
10,11
11,13
12,17
13,32
14,65
15,16
16,18
17,32
18,130
19,25
20,359
21,2073
22,1334
23,290
24,1796
25,1211
26,6517
27,2645
28,9539
29,469
30,3054
31,1214
32,3675
33,963
34,6347
35,2870
36,949
37,2162
38,3096
39,5961
40,640
41,1659
42,7
43,7
44,7
45,7
46,9
47,11
48,16
49,26
50,103
51,21
52,33
53,140
54,31
55,318
56,2110
57,6244
58,725
59,1068
60,5765
61,68
62,1355
63,2241
64,1081
65,394
66,3230
67,1205
68,1531
69,1945
70,3434
71,201
72,344
73,871
74,4185
75,1699
76,2247
77,2033
78,1001
79,2145
80,3109
81,2269
82,6037
83,142
84,7
85,8
86,8
87,9
88,12
89,23
90,127
91,20
92,32
93,132
94,45
95,329
96,2079
97,3484
98,3515
99,1367
100,5463
101,1387
102,1204
103,1068
104,1082
105,4775
106,1266
107,333
108,5278
109,3605
110,2057
111,2492
112,658
113,2423
114,1477
115,2095
116,421
117,2669
118,3495
119,4841
120,7
121,6
122,6
123,6
124,7
125,9
126,10
127,13
128,17
129,105
130,20
131,20
132,156
133,35
134,342
135,1681
136,398
137,2315
138,4676
139,314
140,3973
141,2513
142,1434
143,285
144,1996
145,1056
146,3532
147,1246
148,1625
149,1883
150,1155
151,534
152,2725
153,425
154,2165
155,4776
156,3270
157,1818
158,1299
159,3135
160,948
161,1792
162,417
163,2902
164,6
165,6
166,6
167,6
168,7
169,7
170,9
171,11
172,14
173,25
174,82
175,24
176,18
177,152
178,25
179,79
180,288
181,2065
182,1656
183,1786
184,2704
185,846
186,1026
187,3192
188,2615
189,1406
190,2305
191,1016
192,513
193,3403
194,869
195,1573
196,1955
197,3076
198,261
199,1530
200,2099
201,1536
202,6578
203,3071
204,417
205,2694
206,2252
207,1350
208,1074
209,3605
210,7
211,7
212,6
213,7
214,8
215,13
216,26
217,107
218,24
219,177
220,42
221,338
222,2081
223,1662
224,4593
225,717
226,3952
227,2867
228,4735
229,4811
230,6888
231,11693
232,4272
233,336
234,9889
235,9
236,8
237,9
238,10
239,13
240,25
241,117
242,22
243,37
244,139
245,57
246,319
247,2131
248,6228
249,5020
250,1685
251,841
252,1375
253,1766
254,575
255,3379
256,2417
257,1626
258,3032
259,13438
260,1451
261,2137
262,380
263,2483
264,230
265,958
266,2787
267,6
268,6
269,6
270,6
271,7
272,8
273,9
274,11
275,14
276,23
277,79
278,26
279,26
280,156
281,33
282,362
283,591
284,1475
285,1340
286,6642
287,5820
288,4173
289,5370
290,6890
291,3583
292,2597
293,5049
294,3565
295,3078
296,965
297,1333
298,783
299,1314
300,6
301,6
302,6
303,6
304,7
305,8
306,9
307,10
308,14
309,18
310,39
311,55
312,22
313,22
314,153
315,29
316,338
317,2108
318,4676
319,4721
320,318
321,3947
322,128
323,1413
324,303
325,3055
326,971
327,977
328,1599
329,1243
330,1651
331,1897
332,4845
333,10538
334,2735
335,3036
336,4440
337,7
338,8
339,8
340,9
341,11
342,16
343,28
344,101
345,21
346,30
347,138
348,30
349,358
350,2077
351,3468
352,681
353,2849
354,335
355,685
