0,7929
1,74733
2,14835
3,33331
4,3642
5,7
6,9
7,8
8,11
9,16
10,23
11,122
12,27
13,176
14,23
15,119
16,726
17,1065
18,2319
19,8510
20,1566
21,4222
22,2072
23,913
24,472
25,1426
26,1780
27,7705
28,419
29,358
30,4367
31,463
32,10870
33,1439
34,347
35,1864
36,2082
37,2248
38,3736
39,2536
40,2686
41,2258
42,1710
43,5247
44,889
45,1739
46,2562
47,4488
48,1987
49,1785
50,3738
51,6661
52,4230
53,1699
54,1810
55,1689
56,882
57,4556
58,7799
59,8168
60,2109
61,3729
62,620
63,7191
64,4436
65,7
66,9
67,9
68,11
69,14
70,27
71,115
72,22
73,31
74,150
75,22
76,36
77,2047
78,2137
79,10064
80,1576
81,1379
82,3365
83,1838
84,920
85,5577
86,2540
87,1402
88,4183
89,3131
90,2465
91,6716
92,1821
93,850
94,960
95,572
96,4289
97,5036
98,1670
99,640
100,1111
101,1244
102,417
103,2302
104,1555
105,1519
106,2179
107,4311
108,1526
109,1322
110,2569
111,7413
112,10859
113,1199
114,2311
115,1751
116,2075
117,3303
118,3006
119,913
120,2157
121,5194
122,4760
123,1516
124,586
125,1923
126,1821
127,2256
128,3348
129,6633
130,695
131,9
132,8
133,9
134,12
135,22
136,50
137,94
138,30
139,175
140,26
141,1926
142,4144
143,1992
144,1846
145,10707
146,1351
147,417
148,975
149,5583
150,3900
151,5600
152,1715
153,3224
154,7714
155,1871
156,1326
157,755
158,8567
159,2338
160,1402
161,621
162,500
163,3387
164,487
165,628
166,406
167,4748
168,1855
169,709
170,376
171,2161
172,1997
173,3772
174,1887
175,1783
176,8408
177,5954
178,6565
179,583
180,11663
181,4348
182,2111
183,3740
184,5625
185,6619
186,6
187,5
188,5
189,5
190,6
191,6
192,7
193,8
194,9
195,11
196,14
197,21
198,49
199,36
200,21
201,24
202,168
203,21
204,33
205,5973
206,631
207,2953
208,290
209,6502
210,898
211,1135
212,2220
213,2142
214,581
215,1823
216,1816
217,1926
218,3985
219,473
220,739
221,6758
222,662
223,1636
224,5336
225,2043
226,632
227,1810
228,2092
229,2371
230,6171
231,1921
232,617
233,1761
234,1426
235,911
236,388
237,4849
238,927
239,1758
240,2517
241,2045
242,470
243,1973
244,3851
245,3639
246,4217
247,688
248,7726
249,1765
250,1744
251,1107
252,936
253,2742
254,553
255,6945
256,1844
257,1538
258,1379
259,1256
260,1263
261,1809
262,618
263,1518
264,3715
265,51
266,5566
267,2251
268,7
269,7
270,7
271,8
272,10
273,14
274,27
275,111
276,21
277,188
278,20
279,36
280,315
281,3863
282,1825
283,3606
284,268
285,2552
286,3897
287,795
288,1282
289,2649
290,2265
291,1865
292,1121
293,2613
294,1284
295,2651
296,497
297,767
298,1373
299,1113
300,3532
301,637
302,8581
303,1799
304,301
305,1531
306,1920
307,2953
308,3827
309,1911
310,4362
311,1280
312,3087
313,1770
314,1376
315,713
316,4489
317,651
318,1376
319,2455
320,3783
321,3735
322,6698
323,1695
324,2455
325,1704
326,1791
327,49
328,5630
329,1426
330,1540
331,12686
332,1861
333,1486
334,583
335,2127
336,1617
337,52
338,2179
339,5301
340,4686
341,7
342,7
343,7
344,9
345,11
346,32
347,125
348,31
349,159
350,31
351,799
352,1151
353,2287
354,3502
355,1588
356,4984
357,2049
358,2166
359,2120
360,4590
361,415
362,4614
363,1204
364,562
365,851
366,1246
367,3370
368,2656
369,648
370,2401
371,9834
372,4837
373,2619
374,2423
375,16833
376,970
377,2030
378,2483
379,7474
380,4256
381,1045
382,10004
383,3780
384,2392
385,18148
